id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
559,During the session mind was all over the place. Later it changed felt better after a bit.,mountain,25,8.0,5,2,afternoon,neutral,neutral_face,conflicted,calm,5,session mind place later changed felt better bit,17,89,0,0,0,-3
560,by the end felt good for a moment.,forest,12,6.0,2,4,afternoon,restless,happy_face,vague,mixed,2,end felt good moment,8,34,0,1,1,2
561,still anxious a bit,ocean,15,6.0,5,5,morning,focused,neutral_face,conflicted,neutral,1,still anxious bit,4,19,1,0,0,0
562,not sure what changed,mountain,5,5.0,1,1,morning,overwhelmed,tired_face,vague,focused,2,not sure changed,4,21,1,0,1,0
563,At first kept thinking about work.,rain,12,7.0,5,5,afternoon,mixed,neutral_face,clear,neutral,4,first kept thinking work,6,34,0,0,1,0
564,kinda calm now,rain,20,5.0,3,4,afternoon,mixed,none,vague,overwhelmed,1,kinda calm,3,14,1,0,1,1
565,at first still a bit off tbh. later it changed back to normal after.,mountain,12,5.0,5,3,night,neutral,happy_face,clear,overwhelmed,3,first still bit tbh later changed back normal,14,68,0,0,0,-2
566,I guess okay session.,rain,20,4.0,5,3,morning,calm,tired_face,clear,neutral,4,guess okay session,4,21,1,0,0,-2
567,Honestly could focus for a while.,rain,12,5.0,4,4,night,mixed,calm_face,conflicted,overwhelmed,2,honestly could focus,6,33,0,0,1,0
568,I guess it was fine.,rain,20,7.0,3,2,afternoon,overwhelmed,tense_face,clear,focused,3,guess fine,5,20,1,0,1,-1
569,By the end honestly not much change. ...,ocean,18,6.0,2,3,afternoon,neutral,none,vague,restless,5,end honestly not much change,8,40,0,0,0,1
570,mind was all over the place ...,forest,12,5.0,2,2,night,neutral,neutral_face,clear,calm,5,mind place,7,31,0,0,0,0
571,at first back to normal after. after some time that helped a little.,cafe,25,7.0,1,5,night,neutral,neutral_face,clear,mixed,4,first back normal time helped little,13,68,0,0,0,4
572,at first honestly not much change.,ocean,25,5.0,3,4,evening,overwhelmed,tense_face,vague,overwhelmed,1,first honestly not much change,6,34,0,0,1,1
573,Honestly felt better after a bit.,rain,5,6.0,1,5,afternoon,mixed,neutral_face,vague,focused,2,honestly felt better bit,6,33,0,0,1,4
574,Honestly breathing slowed down. Later it changed felt good for a moment.,forest,18,6.0,4,3,night,overwhelmed,tense_face,vague,restless,5,honestly breathing slowed later changed felt good moment,12,72,0,0,1,-1
575,At first honestly not much change.,cafe,5,6.0,2,5,night,mixed,none,conflicted,restless,4,first honestly not much change,6,34,0,0,1,3
576,that helped a little,cafe,20,7.0,5,1,afternoon,mixed,happy_face,conflicted,neutral,5,helped little,4,20,1,0,1,-4
577,it was fine,forest,10,4.0,4,1,evening,neutral,tense_face,conflicted,mixed,3,fine,3,11,1,0,0,-3
578,By the end felt better after a bit.,ocean,20,4.0,4,5,night,calm,tired_face,clear,restless,4,end felt better bit,8,35,0,0,0,1
579,During teh session not sure what changed. Later it changed felt heavy.,cafe,8,5.0,1,4,afternoon,calm,calm_face,clear,neutral,4,teh session not sure changed later changed felt heavy,12,70,0,0,0,3
580,At first it was fine. ...,rain,15,5.0,1,3,morning,mixed,tired_face,clear,calm,1,first fine,6,25,0,0,1,2
581,"During the session still anxious a bit. Then it shifted some peace, some noise in head.",forest,25,7.0,5,1,night,mixed,none,clear,calm,2,session still anxious bit shifted peace noise head,16,87,0,0,1,-4
582,"At first felt heavy. Later it changed some peace, some noise in head.",rain,18,8.0,3,3,morning,focused,none,conflicted,calm,3,first felt heavy later changed peace noise head,13,69,0,0,0,0
583,"At first some peace, some noise in head. Later it changed some peace, some noise in head.",mountain,5,6.0,1,3,evening,focused,happy_face,conflicted,neutral,2,first peace noise head later changed peace noise head,17,89,0,0,0,2
584,I guess got distracted again.,cafe,20,7.0,2,2,night,mixed,none,clear,restless,3,guess got distracted,5,29,1,0,1,0
585,i guess back to normal after.,forest,18,5.0,4,5,night,neutral,happy_face,conflicted,neutral,2,guess back normal,6,29,0,1,0,1
586,"felt lighter, not fully though",ocean,18,6.0,4,5,morning,restless,tired_face,conflicted,focused,4,felt lighter not fully though,5,30,1,0,1,1
587,Honestly got distracted again. ...,ocean,20,5.0,5,4,morning,overwhelmed,tense_face,conflicted,calm,5,honestly got distracted,5,34,1,0,1,-1
588,"honestly okay session. tehn it shifted some peace, some noise in head.",rain,8,7.0,4,1,evening,restless,calm_face,conflicted,focused,2,honestly okay session tehn shifted peace noise head,12,70,0,0,1,-3
589,"During the session felt good for a moment. Later it changed felt lighter, not fully though.",forest,30,5.0,2,1,morning,calm,calm_face,vague,mixed,5,session felt good moment later changed felt lighter not fully though,16,91,0,0,0,-1
590,not sure what changed,mountain,18,6.0,5,5,evening,restless,tired_face,vague,mixed,1,not sure changed,4,21,1,0,1,0
591,I guess could focus for a while.,mountain,18,7.0,2,1,afternoon,overwhelmed,calm_face,clear,restless,4,guess could focus,7,32,0,0,1,-1
592,By the end breathing slowed down.,forest,30,5.0,3,2,afternoon,overwhelmed,tired_face,clear,calm,3,end breathing slowed,6,33,0,0,1,-1
593,felt better after a bit,mountain,8,5.0,3,4,afternoon,neutral,tired_face,clear,overwhelmed,2,felt better bit,5,23,1,0,0,1
594,At first kept thinking about work. Then it shifted got distracted again.,mountain,15,5.0,1,4,afternoon,mixed,calm_face,clear,neutral,4,first kept thinking work shifted got distracted,12,72,0,0,1,3
595,I guess felt better after a bit.,rain,10,6.0,4,1,afternoon,focused,happy_face,conflicted,neutral,2,guess felt better bit,7,32,0,0,0,-3
596,mind was all over the place,ocean,12,6.0,2,2,evening,focused,none,clear,mixed,1,mind place,6,27,0,0,0,0
597,Honestly felt good for a moment.,cafe,15,7.0,1,1,afternoon,focused,neutral_face,conflicted,mixed,3,honestly felt good moment,6,32,0,0,0,0
598,For some reason still anxious a bit.,ocean,20,8.0,1,1,morning,restless,tense_face,clear,calm,4,reason still anxious bit,7,36,0,0,1,0
599,back to normal after ...,cafe,5,8.0,2,2,morning,mixed,calm_face,conflicted,overwhelmed,2,back normal,5,24,1,0,1,0
600,during the session helped me plan my day. later it changed felt good for a moment.,forest,30,4.0,2,1,evening,calm,happy_face,clear,restless,1,session helped plan day later changed felt good moment,16,82,0,0,0,-1
601,at first could focus for a while.,ocean,30,5.0,1,4,morning,overwhelmed,happy_face,clear,overwhelmed,3,first could focus,7,33,0,1,1,3
602,breathing slowed down,mountain,18,6.0,4,5,afternoon,overwhelmed,none,conflicted,restless,1,breathing slowed,3,21,1,0,1,1
603,Honestly breathing slowed down. ...,forest,5,5.0,4,4,morning,calm,none,conflicted,restless,5,honestly breathing slowed,5,35,1,0,0,0
604,back to normal after ...,cafe,8,4.0,5,1,evening,restless,tense_face,conflicted,restless,2,back normal,5,24,1,0,1,-4
605,for some reason kept thinking about work.,forest,15,7.0,1,5,evening,focused,tired_face,conflicted,calm,1,reason kept thinking work,7,41,0,0,0,4
606,it was fine,cafe,25,5.0,5,3,night,restless,happy_face,clear,mixed,2,fine,3,11,1,0,1,-2
607,back to normal after ...,ocean,15,6.0,2,2,afternoon,restless,tense_face,clear,restless,1,back normal,5,24,1,0,1,0
608,got distracted again,cafe,10,7.0,3,1,night,restless,none,conflicted,focused,3,got distracted,3,20,1,0,1,-2
609,by the end felt good for a moment.,ocean,20,7.0,3,2,morning,overwhelmed,none,vague,focused,5,end felt good moment,8,34,0,0,1,-1
610,Honestly still anxious a bit. After some time kinda calm now.,mountain,18,6.0,3,3,morning,mixed,tired_face,vague,focused,4,honestly still anxious bit time kinda calm,11,61,0,0,1,0
611,that helped a little,rain,18,5.0,1,3,afternoon,overwhelmed,neutral_face,clear,overwhelmed,1,helped little,4,20,1,0,1,2
612,I guess that helped a little.,rain,18,7.0,5,5,morning,neutral,tired_face,conflicted,calm,3,guess helped little,6,29,0,0,0,0
613,for some reason could focus for a while.,forest,20,8.0,5,2,night,neutral,tired_face,conflicted,overwhelmed,3,reason could focus,8,40,0,0,0,-3
614,"Honestly felt lighter, not fully though. ...",cafe,18,6.0,5,2,night,mixed,none,clear,mixed,5,honestly felt lighter not fully though,7,44,0,0,1,-3
615,okay session,cafe,20,4.0,3,5,morning,calm,calm_face,vague,restless,5,okay session,2,12,1,0,0,2
616,honestly helped me plan my day.,rain,10,8.0,5,3,afternoon,overwhelmed,happy_face,conflicted,calm,1,honestly helped plan day,6,31,0,0,1,-2
617,for some reason kinda calm now.,ocean,5,7.0,4,5,evening,focused,none,conflicted,focused,2,reason kinda calm,6,31,0,0,0,1
618,kept thinking about work,rain,12,4.0,3,2,night,neutral,calm_face,clear,restless,4,kept thinking work,4,24,1,0,0,-1
619,could focus for a while,cafe,8,6.0,1,4,afternoon,mixed,tired_face,vague,calm,5,could focus,5,23,1,0,1,3
620,I guess felt better after a bit.,mountain,18,6.0,2,5,night,restless,calm_face,vague,focused,1,guess felt better bit,7,32,0,0,1,3
621,"honestly back to normal after. then it shifted some peace, some noise in head.",mountain,10,4.0,3,1,morning,focused,none,vague,calm,5,honestly back normal shifted peace noise head,14,78,0,0,0,-2
622,"At first felt lighter, not fully though.",cafe,25,8.0,2,3,afternoon,mixed,neutral_face,vague,focused,5,first felt lighter not fully though,7,40,0,0,1,1
623,During teh session could focus for a while. Later it changed still anxious a bit.,cafe,5,8.0,1,5,afternoon,restless,tired_face,clear,overwhelmed,4,teh session could focus later changed still anxious bit,15,81,0,0,1,4
624,at first breathing slowed down. ...,forest,12,6.0,5,3,evening,focused,calm_face,conflicted,mixed,4,first breathing slowed,6,35,0,0,0,-2
625,I guess not sure what changed.,rain,20,6.0,4,1,evening,mixed,neutral_face,clear,restless,2,guess not sure changed,6,30,0,0,1,-3
626,still anxious a bit ...,forest,20,4.0,5,2,morning,neutral,neutral_face,vague,restless,2,still anxious bit,5,23,1,0,0,-3
627,For some reason kept thinking about work.,ocean,5,4.0,1,3,afternoon,mixed,happy_face,clear,neutral,1,reason kept thinking work,7,41,0,0,1,2
628,By the end mind was all over the place.,ocean,25,8.0,2,3,evening,mixed,tired_face,conflicted,restless,4,end mind place,9,39,0,0,1,1
629,At first felt heavy.,forest,15,7.0,2,1,afternoon,neutral,happy_face,clear,neutral,2,first felt heavy,4,20,1,0,0,-1
630,still a bit off tbh ...,rain,12,6.0,2,2,afternoon,calm,tired_face,conflicted,neutral,4,still bit tbh,6,23,0,0,0,0
631,At first not sure what changed.,rain,10,4.0,5,4,night,overwhelmed,none,clear,focused,1,first not sure changed,6,31,0,0,1,-1
632,honestly not much change,rain,18,5.0,1,3,night,overwhelmed,none,conflicted,mixed,3,honestly not much change,4,24,1,0,1,2
633,Honestly felt better after a bit.,ocean,25,6.0,5,3,afternoon,neutral,tired_face,vague,restless,1,honestly felt better bit,6,33,0,0,0,-2
634,For some reason kept thinking about work.,forest,30,4.0,4,2,afternoon,calm,none,conflicted,restless,3,reason kept thinking work,7,41,0,0,0,-2
635,At first got distracted again.,cafe,20,6.0,3,2,morning,focused,none,vague,mixed,4,first got distracted,5,30,1,0,0,-1
636,during the session helped me plan my day. after some time mind was all over the place.,ocean,18,7.0,1,1,morning,calm,neutral_face,conflicted,overwhelmed,5,session helped plan day time mind place,17,86,0,0,0,0
637,still a bit off tbh,ocean,5,7.0,1,2,night,neutral,tense_face,conflicted,overwhelmed,3,still bit tbh,5,19,1,0,0,1
638,For some reason breathing slowed down.,ocean,18,5.0,4,5,evening,neutral,calm_face,conflicted,neutral,4,reason breathing slowed,6,38,0,0,0,1
639,At first that helped a little.,mountain,18,5.0,2,4,night,restless,happy_face,conflicted,restless,2,first helped little,6,30,0,1,1,2
640,honestly could focus for a while.,mountain,15,4.0,2,3,night,focused,none,conflicted,neutral,4,honestly could focus,6,33,0,0,0,1
641,Honestly felt good for a moment.,cafe,8,4.0,4,2,morning,overwhelmed,none,conflicted,focused,4,honestly felt good moment,6,32,0,0,1,-2
642,at first helped me plan my day. later it changed mind was all over the place. ...,ocean,25,5.0,1,3,evening,calm,neutral_face,conflicted,neutral,2,first helped plan day later changed mind place,17,81,0,0,0,2
643,at first helped me plan my day.,forest,30,6.0,3,1,evening,mixed,tense_face,vague,overwhelmed,1,first helped plan day,7,31,0,0,1,-2
644,back to normal after ...,rain,25,5.0,3,3,morning,calm,happy_face,vague,neutral,1,back normal,5,24,1,0,0,0
645,back to normal after,rain,25,5.0,5,3,morning,calm,tense_face,vague,calm,2,back normal,4,20,1,0,0,-2
646,honestly still a bit off tbh.,cafe,20,8.0,4,4,afternoon,neutral,tired_face,conflicted,overwhelmed,1,honestly still bit tbh,6,29,0,0,0,0
647,By teh end not sure what changed.,rain,18,6.0,4,3,morning,restless,tense_face,conflicted,restless,4,teh end not sure changed,7,33,0,0,1,-1
648,it was fine,ocean,18,5.0,3,4,afternoon,mixed,tense_face,clear,restless,5,fine,3,11,1,0,1,1
649,For some reason kinda calm now.,ocean,30,5.0,1,3,afternoon,restless,tense_face,conflicted,calm,4,reason kinda calm,6,31,0,0,1,2
650,By the end honestly not much change.,forest,25,6.0,2,2,night,overwhelmed,none,vague,restless,5,end honestly not much change,7,36,0,0,1,0
651,At first that helped a little.,ocean,10,6.0,1,2,evening,neutral,none,vague,restless,4,first helped little,6,30,0,0,0,1
652,Honestly honestly not much change.,mountain,12,8.0,1,2,morning,overwhelmed,calm_face,vague,restless,2,honestly honestly not much change,5,34,1,0,1,1
653,During the session kinda calm now. Then it shifted could focus for a while.,rain,15,4.0,1,5,morning,mixed,neutral_face,vague,neutral,1,session kinda calm shifted could focus,14,75,0,0,1,4
654,Honestly honestly not much change.,rain,20,4.0,4,1,evening,overwhelmed,tired_face,clear,focused,1,honestly honestly not much change,5,34,1,0,1,-3
655,By the end still a bit off tbh.,cafe,18,5.0,1,1,evening,overwhelmed,calm_face,vague,restless,5,end still bit tbh,8,31,0,0,1,0
656,at first still anxious a bit. after some time breathing slowed down.,cafe,25,7.0,1,3,evening,restless,none,conflicted,mixed,5,first still anxious bit time breathing slowed,12,68,0,0,1,2
657,back to normal after,ocean,10,6.0,2,2,morning,calm,calm_face,conflicted,restless,5,back normal,4,20,1,0,0,0
658,By teh end still anxious a bit.,cafe,25,5.0,5,1,afternoon,mixed,tired_face,vague,focused,4,teh end still anxious bit,7,31,0,0,1,-4
659,Honestly kinda calm now.,ocean,12,7.0,3,1,morning,restless,tired_face,clear,overwhelmed,3,honestly kinda calm,4,24,1,0,1,-2
660,got distracted again,mountain,15,6.0,4,2,afternoon,restless,tired_face,vague,mixed,1,got distracted,3,20,1,0,1,-2
661,"At first felt lighter, not fully though.",forest,18,5.0,5,1,morning,overwhelmed,none,clear,restless,4,first felt lighter not fully though,7,40,0,0,1,-4
662,Honestly not sure what changed.,rain,20,5.0,5,3,morning,overwhelmed,none,vague,focused,4,honestly not sure changed,5,31,1,0,1,-2
663,at first felt better after a bit.,forest,8,7.0,1,1,morning,overwhelmed,calm_face,clear,restless,5,first felt better bit,7,33,0,0,1,0
664,back to normal after,forest,18,4.0,5,3,afternoon,focused,calm_face,conflicted,overwhelmed,1,back normal,4,20,1,0,0,-2
665,kept thinking about work,ocean,25,7.0,5,3,evening,neutral,calm_face,vague,restless,4,kept thinking work,4,24,1,0,0,-2
666,By the end back to normal after.,rain,30,7.0,4,2,evening,mixed,neutral_face,conflicted,mixed,4,end back normal,7,32,0,0,1,-2
667,Honestly still anxious a bit. ...,ocean,5,8.0,3,4,night,mixed,happy_face,conflicted,focused,4,honestly still anxious bit,6,33,0,1,1,1
668,I guess could focus for a while.,rain,18,6.0,1,4,morning,mixed,none,conflicted,neutral,2,guess could focus,7,32,0,0,1,3
669,honestly not much change,rain,30,8.0,2,2,afternoon,neutral,tense_face,clear,neutral,3,honestly not much change,4,24,1,0,0,0
670,it was fine,ocean,8,4.0,3,4,night,focused,tired_face,conflicted,focused,3,fine,3,11,1,0,0,1
671,For some reason felt good for a moment.,forest,30,6.0,4,1,afternoon,calm,neutral_face,conflicted,overwhelmed,2,reason felt good moment,8,39,0,0,0,-3
672,At first still anxious a bit.,mountain,10,4.0,5,2,evening,mixed,happy_face,conflicted,restless,3,first still anxious bit,6,29,0,0,1,-3
673,it was fine,rain,5,5.0,2,4,night,overwhelmed,tense_face,vague,restless,1,fine,3,11,1,0,1,2
674,honestly still anxious a bit. later it changed got distracted again.,rain,8,8.0,2,5,morning,overwhelmed,tense_face,vague,mixed,4,honestly still anxious bit later changed got distracted,11,68,0,0,1,3
675,Honestly kinda calm now.,mountain,20,7.0,4,4,night,focused,none,conflicted,neutral,1,honestly kinda calm,4,24,1,0,0,0
676,i guess back to normal after.,ocean,5,7.0,4,1,morning,overwhelmed,happy_face,clear,mixed,2,guess back normal,6,29,0,0,1,-3
677,okay session ...,mountain,10,7.0,5,2,evening,restless,none,clear,neutral,5,okay session,3,16,1,0,1,-3
678,Honestly felt good for a moment. Later it changed mind was all over the place.,ocean,15,8.0,4,5,afternoon,overwhelmed,tense_face,vague,calm,5,honestly felt good moment later changed mind place,15,78,0,0,1,1
679,still a bit off tbh,rain,25,7.0,5,2,morning,mixed,neutral_face,vague,restless,1,still bit tbh,5,19,1,0,1,-3
680,for some reason breathing slowed down.,forest,25,5.0,2,5,afternoon,focused,none,clear,neutral,2,reason breathing slowed,6,38,0,0,0,3
681,mind was all over the place ...,forest,15,8.0,2,4,afternoon,neutral,none,clear,overwhelmed,2,mind place,7,31,0,0,0,2
682,i guess kinda calm now. ...,ocean,10,5.0,3,4,morning,focused,calm_face,vague,mixed,3,guess kinda calm,6,27,0,0,0,1
683,For some reason not sure what changed.,cafe,20,5.0,2,2,afternoon,mixed,none,vague,focused,2,reason not sure changed,7,38,0,0,1,0
684,at first it was fine.,cafe,30,7.0,1,1,morning,restless,neutral_face,vague,mixed,3,first fine,5,21,1,0,1,0
685,At first okay session. Later it changed kept thinking about work.,mountain,15,4.0,2,2,morning,neutral,neutral_face,conflicted,calm,1,first okay session later changed kept thinking work,11,65,0,0,0,0
686,not sure what changed,rain,15,7.0,4,2,morning,mixed,calm_face,conflicted,calm,4,not sure changed,4,21,1,0,1,-2
687,"felt lighter, not fully though ...",cafe,18,8.0,5,1,morning,restless,tired_face,conflicted,calm,2,felt lighter not fully though,6,34,0,0,1,-4
688,honestly breathing slowed down.,ocean,10,6.0,2,3,night,restless,calm_face,conflicted,restless,5,honestly breathing slowed,4,31,1,0,1,1
689,At first helped me plan my day.,rain,30,5.0,3,4,afternoon,calm,neutral_face,clear,calm,1,first helped plan day,7,31,0,0,0,1
690,For some reason okay session.,mountain,15,5.0,3,1,morning,calm,calm_face,conflicted,calm,5,reason okay session,5,29,1,0,0,-2
691,felt good for a moment,ocean,10,8.0,2,4,morning,restless,tired_face,vague,focused,4,felt good moment,5,22,1,0,1,2
692,At first felt good for a moment.,forest,8,5.0,2,2,morning,overwhelmed,none,clear,calm,4,first felt good moment,7,32,0,0,1,0
693,During the session mind was all over the place. Then it shifted still a bit off tbh. ...,rain,25,6.0,5,2,afternoon,restless,none,conflicted,neutral,3,session mind place shifted still bit tbh,18,88,0,0,1,-3
694,During the session helped me plan my day. Then it shifted felt heavy.,mountain,8,8.0,3,5,evening,focused,calm_face,clear,calm,2,session helped plan day shifted felt heavy,13,69,0,0,0,2
695,I guess helped me plan my day.,mountain,12,7.0,4,3,evening,mixed,calm_face,conflicted,neutral,4,guess helped plan day,7,30,0,0,1,-1
696,For some reason felt better after a bit.,forest,8,7.0,5,3,evening,overwhelmed,neutral_face,vague,restless,5,reason felt better bit,8,40,0,0,1,-2
697,"By the end felt lighter, not fully though.",rain,10,5.0,1,2,night,restless,none,vague,calm,2,end felt lighter not fully though,8,42,0,0,1,1
698,still anxious a bit,ocean,20,6.0,5,5,morning,calm,neutral_face,clear,restless,1,still anxious bit,4,19,1,0,0,0
699,By the end got distracted again.,mountain,20,8.0,4,2,morning,neutral,none,conflicted,focused,3,end got distracted,6,32,0,0,0,-2
700,"Honestly that helped a little. After some time some peace, some noise in head. ...",rain,8,7.0,4,3,night,overwhelmed,none,vague,overwhelmed,5,honestly helped little time peace noise head,15,82,0,0,1,-1
701,Honestly breathing slowed down.,cafe,20,6.0,2,2,afternoon,mixed,calm_face,conflicted,focused,3,honestly breathing slowed,4,31,1,0,1,0
702,back to normal after,ocean,15,4.0,4,4,evening,focused,none,conflicted,mixed,4,back normal,4,20,1,0,0,0
703,At first okay session.,cafe,18,8.0,2,3,afternoon,restless,tired_face,vague,calm,4,first okay session,4,22,1,0,1,1
704,"i guess some peace, some noise in head.",cafe,25,7.0,4,3,night,mixed,happy_face,clear,focused,3,guess peace noise head,8,39,0,0,1,-1
705,back to normal after,ocean,15,4.0,3,4,morning,restless,happy_face,vague,calm,1,back normal,4,20,1,1,1,1
706,During the session that helped a little. Later it changed still anxious a bit.,cafe,8,4.0,5,1,evening,focused,tired_face,conflicted,calm,2,session helped little later changed still anxious bit,14,78,0,0,0,-4
707,I guess breathing slowed down.,forest,10,5.0,2,5,afternoon,restless,tense_face,conflicted,mixed,1,guess breathing slowed,5,30,1,0,1,3
708,For some reason could focus for a while.,forest,30,6.0,2,2,morning,restless,neutral_face,clear,overwhelmed,4,reason could focus,8,40,0,0,1,0
709,I guess still anxious a bit.,ocean,8,8.0,5,3,evening,mixed,tense_face,conflicted,restless,1,guess still anxious bit,6,28,0,0,1,-2
710,Honestly kinda calm now. ...,forest,30,5.0,4,3,morning,calm,happy_face,conflicted,restless,4,honestly kinda calm,5,28,1,0,0,-1
711,breathing slowed down,mountain,5,8.0,2,3,afternoon,focused,happy_face,clear,calm,5,breathing slowed,3,21,1,0,0,1
712,By the end mind was all over the place.,mountain,18,8.0,4,2,evening,mixed,calm_face,vague,restless,1,end mind place,9,39,0,0,1,-2
713,I guess it was fine.,mountain,12,5.0,3,5,morning,mixed,tense_face,conflicted,mixed,1,guess fine,5,20,1,0,1,2
714,at first kept thinking about work.,ocean,12,6.0,1,5,night,calm,none,conflicted,overwhelmed,5,first kept thinking work,6,34,0,0,0,4
715,At first helped me plan my day.,cafe,25,4.0,2,3,morning,restless,none,clear,restless,2,first helped plan day,7,31,0,0,1,1
716,Honestly breathing slowed down.,mountain,18,5.0,1,5,evening,mixed,neutral_face,clear,restless,2,honestly breathing slowed,4,31,1,0,1,4
717,"during the session felt heavy. after some time some peace, some noise in head.",rain,5,5.0,1,1,morning,calm,tired_face,vague,mixed,1,session felt heavy time peace noise head,14,78,0,0,0,0
718,Honestly breathing slowed down.,cafe,8,5.0,1,2,afternoon,focused,calm_face,vague,focused,4,honestly breathing slowed,4,31,1,0,0,1
719,During teh session it was fine. Then it shifted helped me plan my day.,cafe,8,7.0,2,4,night,neutral,neutral_face,vague,neutral,1,teh session fine shifted helped plan day,14,70,0,0,0,2
720,At first felt better after a bit.,ocean,5,4.0,2,1,night,calm,calm_face,vague,mixed,2,first felt better bit,7,33,0,0,0,-1
721,during the session helped me plan my day. later it changed kept thinking about work.,forest,30,4.0,1,2,evening,calm,happy_face,conflicted,focused,4,session helped plan day later changed kept thinking work,15,84,0,0,0,1
722,During the session mind was all over the place. After some time back to normal after.,forest,5,4.0,1,5,afternoon,calm,none,clear,calm,5,session mind place time back normal,16,85,0,0,0,4
723,okay session,ocean,12,4.0,5,5,morning,calm,none,vague,overwhelmed,3,okay session,2,12,1,0,0,0
724,At first honestly not much change.,rain,12,4.0,1,1,night,overwhelmed,happy_face,vague,restless,5,first honestly not much change,6,34,0,0,1,0
725,During teh session mind was all over teh place. Then it shifted still a bit off tbh.,ocean,10,7.0,1,2,evening,restless,tense_face,vague,neutral,1,teh session mind teh place shifted still bit tbh,17,84,0,0,1,1
726,it was fine,mountain,30,7.0,5,3,morning,restless,tired_face,clear,restless,5,fine,3,11,1,0,1,-2
727,could focus for a while,rain,30,4.0,1,3,morning,overwhelmed,calm_face,clear,restless,2,could focus,5,23,1,0,1,2
728,For some reason could focus for a while.,forest,15,4.0,2,2,night,mixed,calm_face,clear,neutral,2,reason could focus,8,40,0,0,1,0
729,At first that helped a little.,mountain,10,4.0,1,2,morning,neutral,none,clear,neutral,4,first helped little,6,30,0,0,0,1
730,mind was all over teh place ...,forest,25,8.0,1,4,afternoon,calm,tense_face,vague,restless,3,mind teh place,7,31,0,0,0,3
731,At first it was fine.,mountain,12,7.0,3,3,morning,focused,none,vague,overwhelmed,3,first fine,5,21,1,0,0,0
732,okay session,cafe,5,8.0,3,3,night,restless,calm_face,conflicted,restless,1,okay session,2,12,1,0,1,0
733,mind was all over the place,cafe,15,6.0,3,5,evening,restless,none,clear,neutral,5,mind place,6,27,0,0,1,2
734,at first that helped a little. later it changed felt better after a bit.,forest,5,7.0,3,2,morning,mixed,calm_face,vague,mixed,3,first helped little later changed felt better bit,14,72,0,0,1,-1
735,it was fine,rain,12,7.0,1,4,night,overwhelmed,neutral_face,clear,focused,1,fine,3,11,1,0,1,3
736,it was fine,forest,20,4.0,5,2,morning,calm,happy_face,vague,focused,5,fine,3,11,1,0,0,-3
737,for some reason breathing slowed down.,ocean,12,7.0,2,1,evening,mixed,calm_face,vague,calm,1,reason breathing slowed,6,38,0,0,1,-1
738,at first felt good for a moment.,mountain,10,4.0,4,1,evening,focused,tired_face,vague,calm,3,first felt good moment,7,32,0,0,0,-3
739,"honestly felt lighter, not fully though. after some time could focus for a while.",forest,15,7.0,2,1,evening,neutral,neutral_face,clear,mixed,1,honestly felt lighter not fully though time could focus,14,81,0,0,0,-1
740,Honestly got distracted again.,forest,12,8.0,4,2,evening,overwhelmed,tired_face,vague,overwhelmed,2,honestly got distracted,4,30,1,0,1,-2
741,By teh end felt heavy.,forest,25,5.0,2,1,night,neutral,happy_face,conflicted,restless,4,teh end felt heavy,5,22,1,0,0,-1
742,kinda calm now,rain,12,8.0,2,5,night,focused,neutral_face,clear,focused,5,kinda calm,3,14,1,0,0,3
743,helped me plan my day,mountain,5,6.0,4,1,evening,calm,calm_face,vague,overwhelmed,2,helped plan day,5,21,1,0,0,-3
744,"some peace, some noise in head",mountain,18,8.0,5,1,afternoon,overwhelmed,happy_face,clear,focused,5,peace noise head,6,30,0,0,1,-4
745,By the end could focus for a while.,cafe,5,4.0,1,5,night,overwhelmed,tense_face,vague,restless,2,end could focus,8,35,0,0,1,4
746,at first felt heavy.,rain,25,7.0,2,2,evening,focused,tired_face,clear,overwhelmed,2,first felt heavy,4,20,1,0,0,0
747,not sure what changed,forest,18,7.0,5,4,night,restless,tense_face,clear,restless,4,not sure changed,4,21,1,0,1,-1
748,"At first some peace, some noise in head.",forest,18,8.0,2,2,evening,mixed,neutral_face,vague,mixed,2,first peace noise head,8,40,0,0,1,0
749,for some reason still a bit off tbh.,cafe,12,8.0,3,4,morning,focused,calm_face,clear,calm,2,reason still bit tbh,8,36,0,0,0,1
750,kinda calm now,ocean,25,7.0,3,1,evening,restless,tired_face,clear,restless,1,kinda calm,3,14,1,0,1,-2
751,mind was all over the place,ocean,5,6.0,3,5,afternoon,mixed,happy_face,vague,restless,4,mind place,6,27,0,1,1,2
752,mind was all over teh place,forest,25,5.0,4,4,night,focused,calm_face,clear,restless,2,mind teh place,6,27,0,0,0,0
753,it was fine,ocean,30,8.0,3,1,evening,focused,neutral_face,conflicted,neutral,4,fine,3,11,1,0,0,-2
754,at first that helped a little. after some time kept thinking about work.,ocean,18,6.0,3,4,morning,restless,calm_face,clear,neutral,3,first helped little time kept thinking work,13,72,0,0,1,1
755,could focus for a while ...,ocean,8,8.0,5,3,morning,mixed,tense_face,clear,neutral,5,could focus,6,27,0,0,1,-2
756,by the end felt good for a moment.,mountain,5,7.0,3,5,morning,overwhelmed,tense_face,clear,overwhelmed,3,end felt good moment,8,34,0,0,1,2
